### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_2011,php,GCA_016204385.1,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__2-01-FULL-56-20;g__JACQKW01;s__JACQKW01 sp016204385,Score,1440.086,NA,NA,2,GB_GCA_016204385.1
contig_2011,php,GCA_022822065.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp022822065,Score,1438.844,NA,NA,3,GB_GCA_022822065.1
contig_2011,php,GCA_022819805.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp022819805,Score,1438.069,NA,NA,4,GB_GCA_022819805.1
contig_2011,php,GCA_021814165.1,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__GWB1-50-10;g__JAKAHD01;s__JAKAHD01 sp021814165,Score,1437.961,NA,NA,5,GB_GCA_021814165.1
contig_2011,rafah,Neisseria,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,Confidence_score,0.241,FDR,0.699,1,NA
contig_2011,rafah,Acinetobacter,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,Confidence_score,0.068,FDR,0.943,2,NA
contig_2011,rafah,Eikenella,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella,Confidence_score,0.065,FDR,0.946,3,NA
contig_2011,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,Confidence_score,0.043,FDR,0.968,4,NA
contig_2011,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,Confidence_score,0.043,FDR,0.968,4,NA
contig_2011,vhm,GCA_963667615.1,d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__Nemesobacterales;f__Nemesobacteraceae;g__Nemesobacter;s__Nemesobacter sp963667615,S2star_similarity,0.520,NA,NA,1,GB_GCA_963667615.1
contig_2011,vhm,3300040733_14,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__JBDKTK01;s__,S2star_similarity,0.497,NA,NA,2,3300040733_14
contig_2011,vhm,GCA_016218975.1,d__Bacteria;p__Desulfobacterota_E;c__Deferrimicrobia;o__Deferrimicrobiales;f__Deferrimicrobiaceae;g__JAENIX01;s__JAENIX01 sp016218975,S2star_similarity,0.497,NA,NA,3,GB_GCA_016218975.1
contig_2011,vhm,GCA_041658445.1,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__JBAZWE01;s__JBAZWE01 sp041658445,S2star_similarity,0.496,NA,NA,4,GB_GCA_041658445.1
contig_2011,vhm,3300037538_3,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__UBA10518;s__,S2star_similarity,0.496,NA,NA,5,3300037538_3
contig_2011,wish,3300057025_27,d__Bacteria;p__Acidobacteriota;c__B3-B38;o__;f__;g__;s__,Log-likelihood,-1.350,p-value,0.0598559052320553,1,3300057025_27
contig_2011,wish,3300049483_6,d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__,Log-likelihood,-1.354,p-value,0.0741481549690739,2,3300049483_6
contig_2011,wish,3300048576_66,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__BOG-1155;s__,Log-likelihood,-1.354,p-value,0.0647337828844281,3,3300048576_66
contig_2011,wish,3300041955_262,d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__BOG-1155;s__,Log-likelihood,-1.355,p-value,0.0636170296313844,4,3300041955_262
contig_2011,wish,GCA_021372055.1,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp021372055,Log-likelihood,-1.355,p-value,0.0554000118567221,5,GB_GCA_021372055.1
contig_2012,crispr,GCF_041028215.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces flavofungini_B,N_mismatches,0.000,Spacer_length,26.0,1,RS_GCF_041028215.1
contig_2012,crispr,GCA_016703425.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADJCA01;s__JADJCA01 sp016703425,N_mismatches,1.000,Spacer_length,34.0,2,GB_GCA_016703425.1
contig_2012,crispr,GCA_016705245.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__JADIYM01;g__JADIYM01;s__JADIYM01 sp016705245,N_mismatches,2.000,Spacer_length,37.0,3,GB_GCA_016705245.1
contig_2012,crispr,GCA_016703425.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADJCA01;s__JADJCA01 sp016703425,N_mismatches,2.000,Spacer_length,35.0,3,GB_GCA_016703425.1
contig_2012,crispr,GCF_030406325.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus sp030406325,N_mismatches,2.000,Spacer_length,31.0,3,RS_GCF_030406325.1
contig_2012,crispr,GCA_016711435.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp016711435,N_mismatches,2.000,Spacer_length,30.0,3,GB_GCA_016711435.1
contig_2012,crispr,GCA_905236985.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Physcousia;s__Physcousia sp905236985,N_mismatches,2.000,Spacer_length,29.0,3,GB_GCA_905236985.1
contig_2012,crispr,GCA_016715865.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JADJXM01;s__JADJXM01 sp016715865,N_mismatches,2.000,Spacer_length,26.0,3,GB_GCA_016715865.1
contig_2012,iPHoP-RF,3300056828_57,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__,Confidence_score,0.650,FDR,0.496,1,3300056828_57
contig_2012,iPHoP-RF,3300048923_31,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__GSA-30;s__,Confidence_score,0.642,FDR,0.506,2,3300048923_31
contig_2012,iPHoP-RF,3300061639_94,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__,Confidence_score,0.642,FDR,0.506,2,3300061639_94
contig_2012,iPHoP-RF,RS_GCF_014205795.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp014205795,Confidence_score,0.642,FDR,0.506,2,RS_GCF_014205795.1
contig_2012,iPHoP-RF,RS_GCF_027924605.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__GSA-30;s__GSA-30 sp027924605,Confidence_score,0.612,FDR,0.542,3,RS_GCF_027924605.1
contig_2012,php,GCA_007126175.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__UBA8416;g__T3Sed10-140;s__T3Sed10-140 sp007126175,Score,1444.121,NA,NA,1,GB_GCA_007126175.1
contig_2012,php,GCA_003567005.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__UBA8416;g__T3Sed10-140;s__T3Sed10-140 sp003567005,Score,1443.183,NA,NA,2,GB_GCA_003567005.1
contig_2012,php,GCA_007129405.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__UBA8416;g__T3Sed10-140;s__T3Sed10-140 sp007129405,Score,1442.687,NA,NA,3,GB_GCA_007129405.1
contig_2012,php,GCF_014642835.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella_B;s__Dyella_B nitratireducens,Score,1442.662,NA,NA,4,RS_GCF_014642835.1
contig_2012,php,GCF_030160075.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella_B;s__Dyella_B lipolytica,Score,1442.386,NA,NA,5,RS_GCF_030160075.1
contig_2012,rafah,Acetobacter,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,Confidence_score,0.047,FDR,0.964,1,NA
contig_2012,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.043,FDR,0.968,2,NA
contig_2012,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,Confidence_score,0.040,FDR,0.971,3,NA
contig_2012,rafah,Clostridium,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,Confidence_score,0.040,FDR,0.971,3,NA
contig_2012,rafah,Sulfitobacter,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter,Confidence_score,0.031,FDR,0.979,4,NA
contig_2012,vhm,3300028299_14,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__JAQVQN01;s__,S2star_similarity,0.429,NA,NA,1,3300028299_14
contig_2012,vhm,GCA_903932505.1,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentales;f__CAIZGN01;g__CAIZGN01;s__CAIZGN01 sp903932505,S2star_similarity,0.427,NA,NA,2,GB_GCA_903932505.1
contig_2012,vhm,GCA_028820455.1,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Aldehydirespiratoraceae;g__JAAXHB01;s__JAAXHB01 sp028820455,S2star_similarity,0.427,NA,NA,3,GB_GCA_028820455.1
contig_2012,vhm,GCA_963620665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__W3P20-009 sp963620665,S2star_similarity,0.421,NA,NA,4,GB_GCA_963620665.1
contig_2012,vhm,GCA_002724615.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__UBA1100;g__UBA6614;s__UBA6614 sp002724615,S2star_similarity,0.415,NA,NA,5,GB_GCA_002724615.1
contig_2012,wish,3300022861_2,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__TOLSYN;s__,Log-likelihood,-1.371,p-value,0.1971404835542003,1,3300022861_2
contig_2012,wish,3300017991_23,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__PWPN01;g__;s__,Log-likelihood,-1.371,p-value,0.1478273805687766,2,3300017991_23
contig_2012,wish,GCA_041399065.1,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAGQPD01;s__JAGQPD01 sp020426865,Log-likelihood,-1.371,p-value,0.1559201252197678,3,GB_GCA_041399065.1
contig_2012,wish,GCA_036679605.1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JAZDCZ01;s__JAZDCZ01 sp036679605,Log-likelihood,-1.372,p-value,0.1990790535145294,4,GB_GCA_036679605.1
contig_2012,wish,GCA_039588935.1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JBDGYW01;s__JBDGYW01 sp039588935,Log-likelihood,-1.372,p-value,0.2044919174656237,5,GB_GCA_039588935.1
contig_20476|provirus_2_26434,crispr,GCF_001244545.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__Stoquefichus sp001244545,N_mismatches,3.000,Spacer_length,26.0,1,RS_GCF_001244545.1
contig_20476|provirus_2_26434,crispr,MGYG000070904,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp003438075,N_mismatches,3.000,Spacer_length,36.0,1,RS_GCF_003438075.1
contig_20476|provirus_2_26434,crispr,MGYG000381069,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C typhlonius,N_mismatches,3.000,Spacer_length,29.0,1,RS_GCF_001460635.1
contig_20476|provirus_2_26434,crispr,MGYG000431350,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D apodemus,N_mismatches,3.000,Spacer_length,29.0,1,RS_GCF_000765745.2
contig_20476|provirus_2_26434,crispr,GCA_016765495.1,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sp016765495,N_mismatches,3.000,Spacer_length,32.0,1,GB_GCA_016765495.1
contig_20476|provirus_2_26434,crispr,GCA_016717225.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016717225,N_mismatches,3.000,Spacer_length,27.0,1,GB_GCA_016717225.1
contig_20476|provirus_2_26434,iPHoP-RF,GB_GCA_944350095.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccopulliclostridium;s__Caccopulliclostridium sp944350095,Confidence_score,0.780,FDR,0.325,1,GB_GCA_944350095.1
contig_20476|provirus_2_26434,iPHoP-RF,GB_GCA_017467625.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__RGIG1681;s__RGIG1681 sp017467625,Confidence_score,0.762,FDR,0.347,2,GB_GCA_017467625.1
contig_20476|provirus_2_26434,iPHoP-RF,GB_GCA_944345545.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccopulliclostridium;s__Caccopulliclostridium sp944345545,Confidence_score,0.686,FDR,0.448,3,GB_GCA_944345545.1
contig_20476|provirus_2_26434,iPHoP-RF,GB_GCA_944381825.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__CAJKWP01;s__CAJKWP01 sp944381825,Confidence_score,0.660,FDR,0.483,4,GB_GCA_944381825.1
contig_20476|provirus_2_26434,iPHoP-RF,GB_GCA_002501285.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA7868;s__UBA7868 sp002501285,Confidence_score,0.648,FDR,0.498,5,GB_GCA_002501285.1
contig_20476|provirus_2_26434,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.232,FDR,0.718,1,NA
contig_20476|provirus_2_26434,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.232,FDR,0.718,1,NA
contig_20476|provirus_2_26434,rafah,Capnocytophaga,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga,Confidence_score,0.145,FDR,0.859,2,NA
contig_20476|provirus_2_26434,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.116,FDR,0.893,3,NA
contig_20476|provirus_2_26434,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.102,FDR,0.908,4,NA
contig_20476|provirus_2_26434,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.102,FDR,0.908,4,NA
contig_20476|provirus_2_26434,vhm,GCA_025060535.1,d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__DTEH01;f__DTEH01;g__JANXDG01;s__JANXDG01 sp025060535,S2star_similarity,0.433,NA,NA,1,GB_GCA_025060535.1
contig_20476|provirus_2_26434,vhm,GCA_036322875.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Paraimprobicoccus;s__Paraimprobicoccus trichonymphae,S2star_similarity,0.417,NA,NA,2,GB_GCA_036322875.1
contig_20476|provirus_2_26434,vhm,GCA_005792205.1,d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__F1-140-MAGs086;g__F1-140-MAGs086;s__F1-140-MAGs086 sp005792205,S2star_similarity,0.416,NA,NA,3,GB_GCA_005792205.1
contig_20476|provirus_2_26434,vhm,GCA_023819525.1,d__Bacteria;p__Omnitrophota;c__Koll11;o__Duberdicusellales;f__4484-171;g__JAMWCT01;s__JAMWCT01 sp023819525,S2star_similarity,0.408,NA,NA,4,GB_GCA_023819525.1
contig_20476|provirus_2_26434,vhm,GCA_030826765.1,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__JAADDX01;g__JAUUDM01;s__JAUUDM01 sp030826765,S2star_similarity,0.406,NA,NA,5,GB_GCA_030826765.1
contig_20476|provirus_2_26434,wish,GCF_031626875.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp031626875,Log-likelihood,-1.284,p-value,0.0038827924907212,1,RS_GCF_031626875.1
contig_20476|provirus_2_26434,wish,3300022821_1,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__JAACPR01;g__JAACPR01;s__,Log-likelihood,-1.284,p-value,0.0127199876823672,2,3300022821_1
contig_20476|provirus_2_26434,wish,3300027111_3,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,Log-likelihood,-1.286,p-value,0.0087495389001564,3,3300027111_3
contig_20476|provirus_2_26434,wish,GCF_009928485.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp009928485,Log-likelihood,-1.286,p-value,0.0072861556884805,4,RS_GCF_009928485.1
contig_20476|provirus_2_26434,wish,GCF_003260195.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter citreus,Log-likelihood,-1.287,p-value,0.0083398988029349,5,RS_GCF_003260195.1
contig_20836,crispr,MGYG000191673,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385,N_mismatches,3.000,Spacer_length,33.0,1,GB_GCA_003486385.1
contig_20836,crispr,MGYG000196851,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii,N_mismatches,4.000,Spacer_length,32.0,2,RS_GCF_009759685.1
contig_20836,crispr,MGYG000304168,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,N_mismatches,4.000,Spacer_length,33.0,2,RS_GCF_000378725.1
contig_20836,crispr,MGYG000304168,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A lacrimalis,N_mismatches,4.000,Spacer_length,32.0,2,RS_GCF_000378725.1
contig_20836,iPHoP-RF,RS_GCF_900129035.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus salarius,Confidence_score,0.742,FDR,0.373,1,RS_GCF_900129035.1
contig_20836,iPHoP-RF,RS_GCF_900107595.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus halocasei,Confidence_score,0.722,FDR,0.399,2,RS_GCF_900107595.1
contig_20836,iPHoP-RF,RS_GCF_004795745.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus silagei,Confidence_score,0.628,FDR,0.523,3,RS_GCF_004795745.1
contig_20836,iPHoP-RF,RS_GCF_002804105.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mesoplasma;s__Mesoplasma melaleucae,Confidence_score,0.604,FDR,0.552,4,RS_GCF_002804105.1
contig_20836,iPHoP-RF,RS_GCF_030815295.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma yeatsii,Confidence_score,0.604,FDR,0.552,4,RS_GCF_030815295.1
contig_20836,php,GCF_000483165.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Tullyiplasma;s__Tullyiplasma multilocale,Score,1402.199,NA,NA,1,RS_GCF_000483165.1
contig_20836,php,GCF_036640315.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus;s__Vagococcus sp036640315,Score,1402.047,NA,NA,2,RS_GCF_036640315.1
contig_20836,php,GCA_030527925.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp030527925,Score,1401.775,NA,NA,3,GB_GCA_030527925.1
contig_20836,php,GCF_001436605.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Holzapfeliella;s__Holzapfeliella floricola,Score,1400.417,NA,NA,4,RS_GCF_001436605.1
contig_20836,php,3300027967_57,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__;g__;s__,Score,1399.284,NA,NA,5,3300027967_57
contig_20836,rafah,Escherichia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,Confidence_score,0.119,FDR,0.889,1,NA
contig_20836,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.114,FDR,0.895,2,NA
contig_20836,rafah,Neisseria,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,Confidence_score,0.081,FDR,0.93,3,NA
contig_20836,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.064,FDR,0.947,4,NA
contig_20836,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.064,FDR,0.947,4,NA
contig_20836,vhm,GCA_035270345.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Haploplasma;s__Haploplasma sp035270345,S2star_similarity,0.501,NA,NA,1,GB_GCA_035270345.1
contig_20836,vhm,GCF_000008305.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mesoplasma;s__Mesoplasma florum,S2star_similarity,0.496,NA,NA,2,RS_GCF_000008305.1
contig_20836,vhm,3300027967_23,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__;g__;s__,S2star_similarity,0.490,NA,NA,3,3300027967_23
contig_20836,vhm,GCA_016296185.1,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens sp016296185,S2star_similarity,0.490,NA,NA,4,GB_GCA_016296185.1
contig_20836,vhm,GCF_000701525.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mesoplasma;s__Mesoplasma grammopterae,S2star_similarity,0.488,NA,NA,5,RS_GCF_000701525.1
contig_20836,wish,GCF_900198195.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum jejuense,Log-likelihood,-1.307,p-value,0.0198793374987649,1,RS_GCF_900198195.1
contig_20836,wish,GCF_002964605.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae_A;g__Vallitalea_A;s__Vallitalea_A okinawensis,Log-likelihood,-1.307,p-value,0.0245132586436657,2,RS_GCF_002964605.1
contig_20836,wish,GCF_018736065.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga kamogawensis,Log-likelihood,-1.309,p-value,0.033272264649997,3,RS_GCF_018736065.1
contig_20836,wish,GCF_947495995.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp947495995,Log-likelihood,-1.310,p-value,0.0233197042563776,4,RS_GCF_947495995.1
contig_20836,wish,3300028374_4,d__Bacteria;p__Bacillota;c__Bacilli;o__Izemoplasmatales;f__Hujiaoplasmataceae;g__Hujiaoplasma;s__,Log-likelihood,-1.310,p-value,0.0316947501617983,5,3300028374_4
contig_20994,crispr,3300028032_16,d__Bacteria;p__Marinisomatota;c__UBA2242;o__UBA2242;f__UBA2242;g__0-14-0-20-45-22;s__0-14-0-20-45-22 sp041645495,N_mismatches,2.000,Spacer_length,25.0,1,GB_GCA_041645495.1
contig_20994,crispr,GCF_019132845.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella_A;s__Advenella_A alkanexedens,N_mismatches,4.000,Spacer_length,32.0,2,RS_GCF_019132845.1
contig_20994,crispr,MGYG000454072,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CAXBID01;s__CAXBID01 sp963975495,N_mismatches,4.000,Spacer_length,29.0,2,GB_GCA_963975495.1
